,song,song_id,duration,popularity,artist,artist_id,song_id_f,acousticness,danceability,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,0,1,2,3,4,5,6
293,Surumu,05p8Fo1juSv7ZVV4tr0Boh,442442,34,"['Sascha Funke', 'N/A']","['1dDTkRz9WVOQr63enjJ1Yd', '4oPYazJJ1o4rWBrTw9lm40']",7jTEQrKXaazC3CGQ4gI6xN,0.000341,0.812,0.666,0.862,0.12,-7.1,0.0485,125.015,0.178,Sascha Funke,N/A,,,,,
295,The Sky Is The Limit,7jTEQrKXaazC3CGQ4gI6xN,485760,43,['Boris Brejcha'],['6caPJFLv1wesmM7gwK1ACy'],7a2xjcgmjP6vg3F1LcBxKY,0.000332,0.632,0.889,0.553,0.152,-7.627,0.0361,124.012,0.0521,Boris Brejcha,,,,,,
296,The HoaX,7K0e2Futqdn4z4az41eUMV,447641,45,['Pryda'],['37U9sPqTZMd7AKJCWgcvkt'],4EOxjNZtlZEUPO62UolMoK,0.00798,0.672,0.688,0.861,0.194,-9.605,0.0375,127.003,0.808,Pryda,,,,,,
297,The Love Is Over - Original Mix,7a2xjcgmjP6vg3F1LcBxKY,487129,12,"['Haze-M', 'Paul Anthonee', 'Inner Rebels', 'Haptic']","['5GsWCMWPN2cENhYg2nEElB', '7gliQ1In7BFQxmitKCdyD8', '2n7lvLNGYyh4ORoCMF7WtI', '1asA1GU6YiNGNqogpjCjr8']",2R5HnRWS6JYe1gfgzsVyoK,0.0717,0.698,0.795,0.886,0.132,-12.608,0.0405,125.027,0.522,Haze-M,Paul Anthonee,Inner Rebels,Haptic,,,
298,You're An Orchestra In The Cosmos - Joris Voorn Remix,4EOxjNZtlZEUPO62UolMoK,522074,39,"['Sebastian Mullaert', 'Joris Voorn']","['5cKPK8DCxX1R5PwQOU1huv', '4jGpKAmwvU263l0tUh4xKU']",2lJ4d8MCT6ZlDRHKJ1br14,0.395,0.64,0.844,0.933,0.0827,-8.412,0.0374,119.042,0.364,Sebastian Mullaert,Joris Voorn,,,,,
299,Rise of Angel - Original Mix,2R5HnRWS6JYe1gfgzsVyoK,962163,24,['Luciano'],['7pb926owWkly4sZus8Esnk'],2pYvd6cHcAIMAM6xMD6nok,0.864,0.648,0.458,0.0944,0.366,-15.169,0.0311,119.96,0.0848,Luciano,,,,,,
300,Cirrus,2lJ4d8MCT6ZlDRHKJ1br14,352246,58,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],7Cg3F9ZsZ2TYUnlza49NYh,0.173,0.542,0.749,0.942,0.315,-8.333,0.0277,94.031,0.674,Bonobo,,,,,,
301,Break Apart,2pYvd6cHcAIMAM6xMD6nok,274693,59,"['Bonobo', 'Rhye']","['0cmWgDlu9CwTgxPhf403hb', '2AcUPzkVWo81vumdzeLLRN']",5DAjrJqXqYtgr67pVhmUeR,0.0237,0.529,0.739,0.607,0.171,-9.578,0.0718,124.75,0.138,Bonobo,Rhye,,,,,
302,Kong,7Cg3F9ZsZ2TYUnlza49NYh,237826,57,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],5EGJ7e7frJjYja6H4afzoT,0.21,0.723,0.571,0.334,0.133,-10.22,0.0572,115.518,0.185,Bonobo,,,,,,
303,Kerala,5DAjrJqXqYtgr67pVhmUeR,237546,60,['Bonobo'],['0cmWgDlu9CwTgxPhf403hb'],4v2EuZGI2keGtmUoOBucwk,0.0125,0.63,0.608,0.864,0.0914,-8.171,0.0317,127.989,0.505,Bonobo,,,,,,
304,Bambro Koyo Ganda,5EGJ7e7frJjYja6H4afzoT,302428,56,"['Bonobo', 'Innov Gnawa']","['0cmWgDlu9CwTgxPhf403hb', '6FUsQ3dkSd27KwQ1iCugSV']",1tA9wVYpDOEiFiPqCXIpkb,4.11e-06,0.807,0.974,0.95,0.0745,-7.374,0.0539,120.194,0.284,Bonobo,Innov Gnawa,,,,,
305,Spur,4v2EuZGI2keGtmUoOBucwk,258798,35,['Helena Hauff'],['1JcefSOP7bcWEluL0iEIaN'],0cxt2MlkqUAfMBHBNKFF4e,0.000608,0.59,0.913,0.382,0.183,-3.146,0.0373,119.585,0.962,Helena Hauff,,,,,,
306,C45p,1tA9wVYpDOEiFiPqCXIpkb,428939,31,['Helena Hauff'],['1JcefSOP7bcWEluL0iEIaN'],2VEsgx5QjkfjFeKqIhoiIS,0.0185,0.721,0.909,0.384,0.22,-6.65,0.0377,120.815,0.237,Helena Hauff,,,,,,
307,Gift,0cxt2MlkqUAfMBHBNKFF4e,242035,0,['Helena Hauff'],['1JcefSOP7bcWEluL0iEIaN'],4b3dQlcSgg2YNhGz7tDF76,0.000151,0.793,0.835,0.861,0.0454,-4.535,0.0505,122.31,0.456,Helena Hauff,,,,,,
308,Do You Really Think Like That?,2VEsgx5QjkfjFeKqIhoiIS,292642,19,['Helena Hauff'],['1JcefSOP7bcWEluL0iEIaN'],7IvgViHYDXeWa2CILskhUX,0.00318,0.469,0.851,0.00155,0.0836,-5.08,0.0426,174.033,0.131,Helena Hauff,,,,,,
309,Nothing Is What I Know,4b3dQlcSgg2YNhGz7tDF76,461194,16,['Helena Hauff'],['1JcefSOP7bcWEluL0iEIaN'],77FzokXK5WOYoYVZqlILOl,0.000366,0.339,0.914,0.723,0.335,-4.118,0.1,173.962,0.415,Helena Hauff,,,,,,
310,Endorphins - Sub Focus Vs. Fred V & Grafix Remix,7IvgViHYDXeWa2CILskhUX,275281,4,"['Sub Focus', 'Alex Clare', 'N Douwma', 'Fred V', 'Grafix']","['0QaSiI5TLA4N7mcsdxShDO', '5Tf4EH8tDvznnjULcFxkIl', '6GskrsOe5wAKXOgRfpsIM7', '0k3dnuEr9LghUE4jxS0PT4', '27YdXZOMLqvxI2pB5GyqyY']",7z83iDaFUeECk5Ec0Drq6K,0.0119,0.467,0.882,0.000857,0.179,-4.324,0.0647,173.975,0.155,Sub Focus,Alex Clare,N Douwma,Fred V,Grafix,,
311,Just A Thought,77FzokXK5WOYoYVZqlILOl,346844,32,"['Fred V & Grafix feat. Reija Lee', 'Fred V', 'Grafix', 'Reija Lee']","['667AQmw8LXPQsmZLCrt34I', '0k3dnuEr9LghUE4jxS0PT4', '27YdXZOMLqvxI2pB5GyqyY', '19Lu0quNl0YH77llcXOiDB']",3huC1UzdgMNVGBGWNybm0c,0.0793,0.569,0.939,0.209,0.385,-5.334,0.0486,174.031,0.625,Fred V & Grafix feat. Reija Lee,Fred V,Grafix,Reija Lee,,,
312,Still Here - Fred V & Grafix Remix,7z83iDaFUeECk5Ec0Drq6K,254853,33,"['Stanton Warriors', 'Fred V', 'Grafix']","['7GeAzBsalYANXTi1ReOm1R', '0k3dnuEr9LghUE4jxS0PT4', '27YdXZOMLqvxI2pB5GyqyY']",0s27p0DkobUiRG6LaUMfw6,0.000253,0.388,0.962,0.356,0.657,-2.416,0.0424,173.946,0.528,Stanton Warriors,Fred V,Grafix,,,,
313,Don't Want You Back - Fred V & Grafix Remix,3huC1UzdgMNVGBGWNybm0c,248813,26,"['Bakermat', 'Kiesza', 'Fred V', 'Grafix']","['3MyFDtqB80WZvbtCZRsekM', '4zxvC7CRGvggq9EWXOpwAo', '0k3dnuEr9LghUE4jxS0PT4', '27YdXZOMLqvxI2pB5GyqyY']",1aJp90UKQuksBiILvFpuBL,0.209,0.695,0.506,0.941,0.112,-16.22,0.0433,120.004,0.142,Bakermat,Kiesza,Fred V,Grafix,,,
314,One Of These Days,0s27p0DkobUiRG6LaUMfw6,358745,0,"['Fred V', 'Grafix']","['0k3dnuEr9LghUE4jxS0PT4', '27YdXZOMLqvxI2pB5GyqyY']",1IRlNMNswiIy9BEspPijvW,0.257,0.879,0.401,0.929,0.106,-10.886,0.1,123.004,0.0315,Fred V,Grafix,,,,,
315,Dream Driver,1aJp90UKQuksBiILvFpuBL,368347,16,['Architectural'],['0C8DyEeKMAOHPCLck0hwk0'],7s4Crq8a9cJRTJcXEryZga,0.159,0.647,0.475,0.792,0.108,-14.823,0.0383,120.01,0.0926,Architectural,,,,,,
316,Cubismo 8.3,1IRlNMNswiIy9BEspPijvW,442926,13,['Architectural'],['0C8DyEeKMAOHPCLck0hwk0'],4y2V7yU373mCsxWa3SpEsE,0.000251,0.813,0.557,0.82,0.099,-12.232,0.09,123.011,0.323,Architectural,,,,,,
317,Witches' dance - Original Mix,7s4Crq8a9cJRTJcXEryZga,426356,9,['Architectural'],['0C8DyEeKMAOHPCLck0hwk0'],5Ht9NI5SE7sIJhLiw1RYek,0.193,0.72,0.517,0.879,0.0819,-15.584,0.069,119.999,0.366,Architectural,,,,,,
318,Black Rose,4y2V7yU373mCsxWa3SpEsE,404309,6,['Architectural'],['0C8DyEeKMAOHPCLck0hwk0'],6rptOwDkD7GcXIBlqP6KCx,0.0323,0.475,0.799,0.767,0.167,-8.393,0.0448,168.804,0.42,Architectural,,,,,,
319,Surreal Restaurant,5Ht9NI5SE7sIJhLiw1RYek,345170,11,['Architectural'],['0C8DyEeKMAOHPCLck0hwk0'],5lojGjhZDo0Jtjk2tmWrWw,0.000578,0.712,0.978,0.891,0.047,-5.392,0.0582,164.859,0.496,Architectural,,,,,,
320,Tokyo Dawn,6rptOwDkD7GcXIBlqP6KCx,372000,25,['Doc Scott'],['1cuov4jcw3lXOvCANG7Kg4'],2Lwdjingm9NR5Dh855MsH7,0.00218,0.639,0.775,0.000175,0.152,-3.282,0.0588,173.759,0.541,Doc Scott,,,,,,
321,VIP Drums,5lojGjhZDo0Jtjk2tmWrWw,540653,18,['Doc Scott'],['1cuov4jcw3lXOvCANG7Kg4'],4iTALxaRPMfiZCMvKk2GOc,0.0127,0.756,0.852,0.559,0.0475,-5.822,0.078,154.876,0.384,Doc Scott,,,,,,
322,Swarm,2Lwdjingm9NR5Dh855MsH7,496680,14,['Doc Scott'],['1cuov4jcw3lXOvCANG7Kg4'],6vXTrKptRSnVLHyNSHzTAz,0.00555,0.663,0.977,0.807,0.136,-10.829,0.0673,149.801,0.383,Doc Scott,,,,,,
323,Far Away - Fourteen Flavours of Funk,4iTALxaRPMfiZCMvKk2GOc,478880,14,['Doc Scott'],['1cuov4jcw3lXOvCANG7Kg4'],09KTlWCEYWKKprzoy5QgMS,0.0361,0.649,0.8,0.343,0.0708,-9.663,0.0345,111.001,0.342,Doc Scott,,,,,,
324,NHS - Reinforced Shout,6vXTrKptRSnVLHyNSHzTAz,335347,10,['Doc Scott'],['1cuov4jcw3lXOvCANG7Kg4'],5C4bXDQdylAfaVVsMcBo7D,0.234,0.808,0.743,0.00113,0.509,-9.04,0.0363,116.981,0.528,Doc Scott,,,,,,
325,Destiny feat. Pional,09KTlWCEYWKKprzoy5QgMS,293626,43,"['John Talabot', 'Pional']","['1YvN5uOGQkHVUUlZUcnotD', '49mZfy9v5oNXAxp8FadWwI']",2IlIfKMz6yNBR61uMEt4aj,0.00103,0.691,0.558,0.96,0.0886,-8.083,0.0342,117.99,0.0635,John Talabot,Pional,,,,,
326,So Will Be Now... feat. Pional,5C4bXDQdylAfaVVsMcBo7D,415053,38,"['John Talabot', 'Pional']","['1YvN5uOGQkHVUUlZUcnotD', '49mZfy9v5oNXAxp8FadWwI']",2mPTVEtlaAQ1SC3UuEU6lv,0.000486,0.769,0.716,0.85,0.067,-11.983,0.0503,122.013,0.707,John Talabot,Pional,,,,,
327,Sunshine,2IlIfKMz6yNBR61uMEt4aj,473402,40,['John Talabot'],['1YvN5uOGQkHVUUlZUcnotD'],0uIhwubdgZm8f8WebdhtQQ,0.000928,0.71,0.697,0.853,0.0834,-10.13,0.0375,108.979,0.908,John Talabot,,,,,,
328,Voices,2mPTVEtlaAQ1SC3UuEU6lv,412377,33,['John Talabot'],['1YvN5uOGQkHVUUlZUcnotD'],3tjyno4KTm8KDRVwYZxpiC,0.0692,0.595,0.842,0.598,0.14,-6.216,0.0354,100.007,0.186,John Talabot,,,,,,
329,Without You - Original Mix,0uIhwubdgZm8f8WebdhtQQ,308247,31,['John Talabot'],['1YvN5uOGQkHVUUlZUcnotD'],3M200mb3qfYBAra3eVqfOZ,0.133,0.673,0.756,0.0116,0.144,-6.748,0.0356,100.019,0.429,John Talabot,,,,,,
330,Cairo,3tjyno4KTm8KDRVwYZxpiC,260533,34,['Kamp!'],['336h2dtQrcQycozDnwH9GC'],3CoJBhCHT3N15HKf2lHEwQ,0.0353,0.714,0.718,0.00142,0.228,-7.918,0.0385,119.978,0.668,Kamp!,,,,,,
331,Heats,3M200mb3qfYBAra3eVqfOZ,304306,35,['Kamp!'],['336h2dtQrcQycozDnwH9GC'],0uAgRrH3COBZ9XF1t3YWcL,0.00774,0.665,0.69,0.0673,0.924,-10.989,0.0326,122.959,0.343,Kamp!,,,,,,
332,Turn My Back on You,3CoJBhCHT3N15HKf2lHEwQ,272393,30,['Kamp!'],['336h2dtQrcQycozDnwH9GC'],3yYsXmwF6l3GQUVGIqoQaO,0.00859,0.662,0.923,0.00828,0.0897,-6.787,0.0558,120.013,0.395,Kamp!,,,,,,
333,Dancing Shoes (Live),0uAgRrH3COBZ9XF1t3YWcL,256975,26,"['Kamp!', 'Brodka']","['336h2dtQrcQycozDnwH9GC', '4D22jVMhvZgzvt8Hh9AcKY']",4E7NjTPaQJqDvZ57m7V8lx,9.05e-05,0.568,0.753,0.898,0.37,-14.267,0.0454,132.003,0.0332,Kamp!,Brodka,,,,,
334,Melt,3yYsXmwF6l3GQUVGIqoQaO,308146,28,['Kamp!'],['336h2dtQrcQycozDnwH9GC'],3QCvRVH0QWUyAXHJfFge7f,0.00622,0.651,0.849,0.896,0.111,-10.145,0.0516,128.004,0.107,Kamp!,,,,,,
335,Eerie - Sleeparchive Remix,4E7NjTPaQJqDvZ57m7V8lx,411818,28,['Lewis Fautzi'],['50bQnv15LNmaH27jodquYw'],55GzqFJHlliTjkOkGC9h80,0.0398,0.587,0.88,0.929,0.104,-15.403,0.0488,127.996,0.0637,Lewis Fautzi,,,,,,
336,Molecular Spasms,3QCvRVH0QWUyAXHJfFge7f,301000,13,['Lewis Fautzi'],['50bQnv15LNmaH27jodquYw'],6uC5x88jjpeLbyOgQ71VB1,8.97e-05,0.678,0.881,0.877,0.109,-11.452,0.0359,130.013,0.0469,Lewis Fautzi,,,,,,
337,Blood - mixed,55GzqFJHlliTjkOkGC9h80,211893,15,['Lewis Fautzi'],['50bQnv15LNmaH27jodquYw'],6bX7pIaRPaZtJw9qfTJlmI,0.308,0.654,0.632,0.932,0.111,-11.671,0.0458,130.012,0.057,Lewis Fautzi,,,,,,
338,Covalent Bond,6uC5x88jjpeLbyOgQ71VB1,299750,7,['Lewis Fautzi'],['50bQnv15LNmaH27jodquYw'],5nbttXsM0PYqyASw0IQ1ux,0.0127,0.69,0.739,0.905,0.0744,-11.513,0.059,125.007,0.384,Lewis Fautzi,,,,,,
339,Range,6bX7pIaRPaZtJw9qfTJlmI,298076,16,['Lewis Fautzi'],['50bQnv15LNmaH27jodquYw'],6TcpM1p0xHy1smBjxEF73s,0.000189,0.687,0.744,0.875,0.0924,-8.085,0.0545,124.012,0.526,Lewis Fautzi,,,,,,
340,Solitary Daze,5nbttXsM0PYqyASw0IQ1ux,463405,55,"['Maceo Plex', 'Gabriel Ananda']","['3TXQ1ddouwQAI78hV4hXDj', '3YpEUCjdLuPmBspkmoPYnX']",5QmHSW3ERBIW0TdDCQKyzF,0.036,0.854,0.347,0.888,0.106,-7.178,0.0514,119.989,0.528,Maceo Plex,Gabriel Ananda,,,,,
341,Conjure Dreams,6TcpM1p0xHy1smBjxEF73s,441090,51,['Maceo Plex'],['3TXQ1ddouwQAI78hV4hXDj'],7ztYIJX07gXpmpblTseLnn,0.0112,0.787,0.788,0.863,0.266,-9.593,0.0368,121.992,0.0526,Maceo Plex,,,,,,
342,Gravy Train - Nicolas Jaar Remix,5QmHSW3ERBIW0TdDCQKyzF,333240,47,['Maceo Plex'],['3TXQ1ddouwQAI78hV4hXDj'],5F1832Fe7DXjtqHCHWWvtm,0.000214,0.715,0.733,0.863,0.0826,-9.522,0.0553,121.003,0.0242,Maceo Plex,,,,,,
343,Conjure Balearia,7ztYIJX07gXpmpblTseLnn,499253,44,['Maceo Plex'],['3TXQ1ddouwQAI78hV4hXDj'],5MWL2PA03nw2nr6rQ8edwv,0.531,0.845,0.47,0.236,0.121,-12.341,0.172,123.016,0.292,Maceo Plex,,,,,,
344,Solar Detroit,5F1832Fe7DXjtqHCHWWvtm,536534,42,['Maceo Plex'],['3TXQ1ddouwQAI78hV4hXDj'],2bLS9LiFnQugt2TgZwEaX1,0.00399,0.599,0.921,0.515,0.0728,-7.189,0.0374,123.984,0.238,Maceo Plex,,,,,,
345,Midas - Glenn Astro’s Nonsense Dub,5MWL2PA03nw2nr6rQ8edwv,237097,12,"['Maribou State', 'Holly Walker', 'Glenn Astro']","['7zrkALJ9ayRjzysp4QYoEg', '5vssQp6TyMHsx4mihKVAsC', '6NjPS5yGVTioKlN7NsA6Is']",6k5dIVkKYCreQxvYdHIu0k,0.328,0.84,0.709,0.0246,0.161,-8.328,0.0994,116.972,0.571,Maribou State,Holly Walker,Glenn Astro,,,,
346,Wallflower - Lane 8 Radio Edit,2bLS9LiFnQugt2TgZwEaX1,208072,43,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],7p0G6Wr2Sd8AnVYePdA7Gu,0.265,0.778,0.646,0.86,0.119,-7.462,0.0481,120.011,0.359,Maribou State,,,,,,
347,Wallflower - Ross from Friends Remix,6k5dIVkKYCreQxvYdHIu0k,307692,17,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],6V2QgOIMT94HhsfeIVbbZm,0.312,0.715,0.612,0.905,0.324,-7.865,0.0378,124.022,0.345,Maribou State,,,,,,
348,November Nights,7p0G6Wr2Sd8AnVYePdA7Gu,301982,41,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],0c1heZtTD9PoWZmjkCFS4Y,0.574,0.617,0.527,0.873,0.14,-12.286,0.0369,110.013,0.247,Maribou State,,,,,,
349,Manila,6V2QgOIMT94HhsfeIVbbZm,192533,54,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],2h3VovOKaebUKvhhdE0I5U,0.7,0.713,0.547,0.798,0.167,-9.181,0.0441,119.981,0.118,Maribou State,,,,,,
350,Colours In Sea,0c1heZtTD9PoWZmjkCFS4Y,288175,37,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],07fB2SZNaI4otc0eqMhJWN,0.526,0.743,0.547,0.912,0.201,-8.326,0.0585,100.024,0.479,Maribou State,,,,,,
351,Natural Fools,2h3VovOKaebUKvhhdE0I5U,339258,52,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],3JGMNERDNykUTOalZje5Wv,0.00041,0.703,0.968,0.878,0.0532,-4.443,0.0597,174.003,0.446,Maribou State,,,,,,
352,Home,07fB2SZNaI4otc0eqMhJWN,195861,50,['Maribou State'],['7zrkALJ9ayRjzysp4QYoEg'],25S7u6zKsyolRVuBplg8xf,0.0119,0.571,0.83,0.903,0.0815,-5.17,0.0611,174.973,0.0391,Maribou State,,,,,,
353,All Yours,3JGMNERDNykUTOalZje5Wv,320000,9,['Radicall'],['0UBaHaXLqPwDiOdTgVqIhU'],61NLNgbhmpmFifnylZsQQm,0.0389,0.701,0.729,0.755,0.11,-11.333,0.0425,128.996,0.0623,Radicall,,,,,,
354,Zero Degrees - Stunna Remix,25S7u6zKsyolRVuBplg8xf,448500,5,['Radicall'],['0UBaHaXLqPwDiOdTgVqIhU'],59p1qDsWVJSToIIUIR3LOH,9.66e-05,0.892,0.909,0.929,0.334,-8.507,0.113,126.003,0.416,Radicall,,,,,,
355,OX1,61NLNgbhmpmFifnylZsQQm,432850,16,['Tommy Four Seven'],['3AxgXLivpM1GoOVMjMgsId'],2FCXk0VstV4xvFJhEAuDmX,0.00529,0.809,0.662,0.768,0.106,-9.559,0.14,125.992,0.0378,Tommy Four Seven,,,,,,
356,Armed 3,59p1qDsWVJSToIIUIR3LOH,367386,18,['Tommy Four Seven'],['3AxgXLivpM1GoOVMjMgsId'],3m8ERzbjadbhyYjfMb5rDX,0.0089,0.405,0.797,0.0996,0.104,-4.318,0.0365,114.2,0.076,Tommy Four Seven,,,,,,
357,Bauhaus - Mallet Mix,2FCXk0VstV4xvFJhEAuDmX,550476,16,"['Chris Liebing', 'Tommy Four Seven']","['21444lX8gpmOX36icLmbFI', '3AxgXLivpM1GoOVMjMgsId']",5RvNxfW3dfbz5Y6BFrAfmt,0.0172,0.51,0.861,0.0641,0.412,-3.228,0.035,170.035,0.141,Chris Liebing,Tommy Four Seven,,,,,
358,I Adore You,3m8ERzbjadbhyYjfMb5rDX,366387,35,"['Goldie', 'Ulterior Motive', 'Natalie Williams']","['2SYqJ3uDLLXZNyZdLKBy4M', '711RACYACplatReI4JGaoa', '6MZnLVb7yS0r1C3CejYIFF']",6X4ThAMAw0hqT5CqOQfdbb,4.18e-05,0.683,0.703,0.378,0.115,-4.625,0.0405,172.022,0.0752,Goldie,Ulterior Motive,Natalie Williams,,,,
359,I Adore You - Radio Edit,5RvNxfW3dfbz5Y6BFrAfmt,211660,24,"['Goldie', 'Ulterior Motive', 'Natalie Williams']","['2SYqJ3uDLLXZNyZdLKBy4M', '711RACYACplatReI4JGaoa', '6MZnLVb7yS0r1C3CejYIFF']",4YYfTZMJIkb6a8cx61hkPr,0.00127,0.687,0.942,0.681,0.0842,-4.393,0.0735,171.981,0.45,Goldie,Ulterior Motive,Natalie Williams,,,,
360,Anode,6X4ThAMAw0hqT5CqOQfdbb,294345,19,"['Ulterior Motive', 'Icicle']","['711RACYACplatReI4JGaoa', '7zoCV6yevWc39GUz2v1jqg']",71T5GNuG8wusIahq7d9QXE,0.00105,0.793,0.701,0.608,0.0644,-10.787,0.0492,109.998,0.676,Ulterior Motive,Icicle,,,,,
361,Jungle Jam,4YYfTZMJIkb6a8cx61hkPr,382187,22,['Ulterior Motive'],['711RACYACplatReI4JGaoa'],3kfd2K9w54Rqwkr6uFhr6Z,0.0495,0.781,0.421,0.621,0.101,-11.231,0.0653,94.009,0.159,Ulterior Motive,,,,,,
362,Walk with Nelson,71T5GNuG8wusIahq7d9QXE,373813,44,['Viken Arman'],['1xQVwAdSzsF8DO76NsZpMK'],5FRiawD1neBjKVFZWODYqR,0.19,0.839,0.386,0.76,0.0873,-12.188,0.0608,105.03,0.176,Viken Arman,,,,,,
363,Rosas - Nu Remix,3kfd2K9w54Rqwkr6uFhr6Z,332574,45,"['Viken Arman', 'NU']","['1xQVwAdSzsF8DO76NsZpMK', '2yN2Zdj38v2IYQdosx0cPj']",3RTDqBKNPNwCwbxXiTldtJ,0.00161,0.889,0.48,0.835,0.0514,-12.38,0.0747,100.002,0.0751,Viken Arman,NU,,,,,
364,Believe,5FRiawD1neBjKVFZWODYqR,403992,44,"['Viken Arman', 'Joke']","['1xQVwAdSzsF8DO76NsZpMK', '5kE0wiESGMQu2oI4GBc8VC']",6REBsBuDp9ZQRyYvYFuT5Q,0.0404,0.811,0.582,0.839,0.164,-10.367,0.078,115.007,0.169,Viken Arman,Joke,,,,,
365,Inevitable Ending - Viken Arman & Goldcap Remix,3RTDqBKNPNwCwbxXiTldtJ,860760,35,"['Armen Miran', 'Goldcap', 'Hraach', 'Viken Arman']","['4qxDuHrnTYQkihZiJYLWdy', '0uoaqsdWJ2Mbm9g0hjjZns', '6rdTxNwQhUJTodUx7voWXO', '1xQVwAdSzsF8DO76NsZpMK']",7HrTn8bjUv5QRyRYnuhnKU,0.0249,0.708,0.374,0.69,0.11,-12.629,0.0428,125.974,0.177,Armen Miran,Goldcap,Hraach,Viken Arman,,,
366,Sireli,6REBsBuDp9ZQRyYvYFuT5Q,389287,31,['Viken Arman'],['1xQVwAdSzsF8DO76NsZpMK'],6NxkiFKxOypeY7hqwQR7Eq,0.174,0.808,0.509,0.96,0.111,-14.092,0.0629,126.012,0.0471,Viken Arman,,,,,,
367,The Valley of Songs,7HrTn8bjUv5QRyRYnuhnKU,434340,29,['Woo York'],['3F4cmqlG4wCV3aEZlHHO8p'],0u7l96HgqYzpiWVxICJN96,0.382,0.635,0.388,0.912,0.117,-16.962,0.0471,124.004,0.335,Woo York,,,,,,
368,Poseidon,6NxkiFKxOypeY7hqwQR7Eq,373011,27,['Woo York'],['3F4cmqlG4wCV3aEZlHHO8p'],0AiNhL3biJKKOcLqjE6iAa,0.454,0.806,0.717,0.899,0.0718,-13.529,0.116,126.015,0.0386,Woo York,,,,,,
369,Distante - Woo York Remix,0u7l96HgqYzpiWVxICJN96,406124,0,"['Tale Of Us', 'Woo York']","['1UL813H5aj3e8ekE5RqWqc', '3F4cmqlG4wCV3aEZlHHO8p']",6KLCvBLOxz2Oob3vNty1s5,0.173,0.657,0.692,0.842,0.638,-12.977,0.0859,129.989,0.106,Tale Of Us,Woo York,,,,,
370,Uranium Echoes,0AiNhL3biJKKOcLqjE6iAa,375682,17,['Woo York'],['3F4cmqlG4wCV3aEZlHHO8p'],5aTlPUJkxvyh3Z2ggyLDZT,0.0126,0.579,0.867,0.496,0.176,-10.103,0.12,129.038,0.203,Woo York,,,,,,
371,I Am Against,6KLCvBLOxz2Oob3vNty1s5,392726,20,['Woo York'],['3F4cmqlG4wCV3aEZlHHO8p'],5UrqauAXLNly3howCvXTCF,0.00482,0.782,0.543,0.878,0.0933,-13.425,0.0675,124.997,0.527,Woo York,,,,,,
372,Goodly Sin feat. Elif Biçer - Robert Hood Remix,5aTlPUJkxvyh3Z2ggyLDZT,450000,10,"['Ben Klock', 'Elif Biçer']","['1vJHfCreWAS46V8RZ67ojo', '591JeRfncepn43oQpnnHhm']",6eD1DCwDEqHiPWT4OZ46jW,0.000147,0.862,0.493,0.849,0.134,-10.119,0.136,124.998,0.43,Ben Klock,Elif Biçer,,,,,
373,Subzero - Function-Regis aka Sandwell District Remix,5UrqauAXLNly3howCvXTCF,369000,14,['Ben Klock'],['1vJHfCreWAS46V8RZ67ojo'],7p6oXzBSPAXXz8Xb8gBPki,0.588,0.793,0.608,0.861,0.0991,-11.638,0.0673,124.988,0.118,Ben Klock,,,,,,
374,OK feat. Elif Biçer - Kenny Larkin Remix,6eD1DCwDEqHiPWT4OZ46jW,499000,11,"['Ben Klock', 'Elif Biçer']","['1vJHfCreWAS46V8RZ67ojo', '591JeRfncepn43oQpnnHhm']",4SH86PVrzO2YbuOGDxzqqs,0.0108,0.761,0.846,0.919,0.0986,-11.08,0.0476,129.985,0.629,Ben Klock,Elif Biçer,,,,,
375,Subzero - Original Mix,7p6oXzBSPAXXz8Xb8gBPki,383972,48,['Ben Klock'],['1vJHfCreWAS46V8RZ67ojo'],1hQu8KMe7X5UeGACO8aeoV,0.00261,0.825,0.533,0.783,0.108,-11.363,0.128,126.003,0.749,Ben Klock,,,,,,
376,Phantom Studies,4SH86PVrzO2YbuOGDxzqqs,529122,40,"['Marcel Dettmann', 'Ben Klock']","['1sxHp39RqBEE01pgVqsdyP', '1vJHfCreWAS46V8RZ67ojo']",7sgNTIMjlnHb1uUGBR0PlT,0.000152,0.795,0.761,0.927,0.11,-11.779,0.0609,130.006,0.738,Marcel Dettmann,Ben Klock,,,,,
377,October,1hQu8KMe7X5UeGACO8aeoV,524811,1,['Ben Klock'],['1vJHfCreWAS46V8RZ67ojo'],2YV2na38fOgFmyY4FmRAXK,0.0153,0.91,0.46,0.802,0.0622,-10.307,0.121,126.995,0.268,Ben Klock,,,,,,
